Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T59371,2024-01-01,C3172,Coffee Machine,106.0,527.6393144588213,Pay Pal,Completed
T59372,2023-11-03,C2955,Smartphone,1.0,695.466275095384,Cash,Pending
T59373,2025-03-01,C1497,Laptop,8.0,525.4615540704654,Cash,Completed
T59374,2024-01-01,C3724,Tablet,127.0,110.19037638936548,Cash,Completed
T59375,2021-05-31,C1825,Tablet,818.0,519.4941778243674,Pay Pal,Completed
T59376,2025-03-01,C509,Laptop,106.0,400.6320928673842,Credit Card,Completed
T59377,2025-03-01,C839,Coffee Machine,106.0,429.349098543123,Cash,Failed
T59378,2020-10-02,C501,Tablet,4.0,519.4941778243674,Credit Card,Completed
T59379,2025-03-01,C479,Smartphone,4.0,518.1524235021693,Pay Pal,Completed
T59380,2024-01-01,C3652,Smartphone,2.0,518.1524235021693,Pay Pal,Unknown
T59381,2025-03-01,C960,Headphones,7.0,525.0927233314231,Credit Card,Completed
T59382,2024-01-01,C2528,Tablet,106.0,199.0702841698024,Credit Card,Completed
T59383,2025-03-01,C1519,Smartphone,106.0,518.1524235021693,Cash,Completed
T59384,2025-03-01,C466,Headphones,106.0,993.832966456188,Cash,Completed
T59385,2020-07-06,C2214,Smartphone,710.0,416.2354754067242,Pay Pal,Completed
T59387,2022-11-19,C3011,Coffee Machine,2.0,527.6393144588213,Pay Pal,Completed
T59388,2021-11-05,C2651,Laptop,522.0,525.4615540704654,Pay Pal,Completed
T59390,2024-01-31,C2605,Tablet,106.0,519.4941778243674,Credit Card,Pending
T59391,2025-03-01,C1802,Headphones,106.0,525.0927233314231,Pay Pal,Completed
T59392,2025-03-01,C2655,Coffee Machine,8.0,164.9874158875378,Pay Pal,Completed
T59393,2024-01-01,C3352,Coffee Machine,4.0,527.6393144588213,Cash,Completed
T59394,2024-09-08,C2636,Laptop,366.0,525.4615540704654,Credit Card,Unknown
T59395,2021-03-05,C2462,Headphones,2.0,525.0927233314231,Pay Pal,Pending
T59396,2024-08-31,C4281,Laptop,926.0,525.4615540704654,Credit Card,Failed
T59397,2022-10-11,C3587,Tablet,813.0,519.4941778243674,Credit Card,Failed
T59399,2025-03-01,C4592,Headphones,106.0,525.0927233314231,Credit Card,Failed
T59400,2025-03-01,C1834,Headphones,1.0,525.0927233314231,Credit Card,Completed
T59401,2024-01-01,C1791,Tablet,106.0,288.3767371806124,Credit Card,Completed
T59402,2025-03-01,C784,Smartphone,106.0,518.1524235021693,Credit Card,Failed
T59403,2025-03-01,C2095,Headphones,6.0,525.0927233314231,Cash,Unknown
T59404,2024-01-01,C4015,Laptop,106.0,525.4615540704654,Pay Pal,Unknown
T59405,2025-03-01,C4196,Smartphone,147.0,701.9698428843657,Pay Pal,Completed
T59406,2025-03-01,C2691,Smartphone,5.0,518.1524235021693,Credit Card,Unknown
T59408,2024-01-01,C3830,Smartphone,724.0,518.1524235021693,Credit Card,Completed
T59409,2024-01-01,C2439,Coffee Machine,144.0,527.6393144588213,Pay Pal,Pending
T59410,2024-01-01,C630,Headphones,10.0,340.65252021463954,Pay Pal,Pending
T59411,2024-01-01,C3508,Laptop,106.0,525.4615540704654,Credit Card,Completed
T59412,2024-01-01,C2446,Laptop,106.0,525.4615540704654,Pay Pal,Pending
T59413,2025-03-01,C2025,Coffee Machine,106.0,527.6393144588213,Pay Pal,Unknown
T59414,2024-01-01,C2410,Laptop,188.0,145.26318816923066,Pay Pal,Pending
T59415,2024-01-01,C4402,Headphones,106.0,525.0927233314231,Credit Card,Completed
T59416,2025-03-01,C038,Laptop,227.0,525.4615540704654,Credit Card,Pending
T59417,2024-01-01,C2283,Laptop,919.0,525.4615540704654,Pay Pal,Unknown
T59418,2021-09-13,C4524,Coffee Machine,308.0,281.4591024138284,Cash,Pending
T59419,2021-09-28,C438,Tablet,106.0,519.4941778243674,Pay Pal,Completed
T59420,2020-12-26,C1260,Coffee Machine,786.0,527.6393144588213,Credit Card,Completed
T59421,2024-01-01,C1264,Tablet,1.0,519.4941778243674,Credit Card,Completed
T59422,2024-01-01,C2325,Coffee Machine,106.0,527.6393144588213,Pay Pal,Completed
T59425,2024-01-01,C1794,Coffee Machine,6.0,527.6393144588213,Credit Card,Failed
T59426,2025-03-01,C3881,Tablet,619.0,708.3738673206628,Pay Pal,Failed
T59427,2024-01-01,C311,Headphones,494.0,406.23915626095874,Credit Card,Failed
T59428,2021-09-17,C3392,Laptop,6.0,278.67346169159066,Pay Pal,Completed
T59429,2024-01-01,C1885,Headphones,277.0,525.0927233314231,Credit Card,Unknown
T59430,2024-01-01,C3816,Headphones,690.0,849.9167942878839,Pay Pal,Completed
T59431,2024-01-01,C1998,Laptop,106.0,525.4615540704654,Credit Card,Unknown
T59432,2021-12-13,C1077,Tablet,671.0,969.52,Credit Card,Completed
T59433,2020-05-25,C1825,Headphones,7.0,808.8562969949431,Credit Card,Pending
T59434,2025-03-01,C4082,Laptop,106.0,525.4615540704654,Pay Pal,Unknown
T59435,2024-01-01,C1992,Headphones,106.0,51.58677919916508,Credit Card,Unknown
T59436,2024-01-01,C2015,Smartphone,10.0,518.1524235021693,Cash,Pending
T59437,2024-01-01,C387,Tablet,106.0,519.4941778243674,Credit Card,Completed
T59438,2025-03-01,C1155,Smartphone,7.0,518.1524235021693,Pay Pal,Completed
T59439,2025-03-01,C1838,Coffee Machine,106.0,91.55976268835336,Cash,Pending
T59441,2024-01-01,C4294,Smartphone,106.0,518.1524235021693,Pay Pal,Unknown
T59442,2024-01-01,C1284,Tablet,829.0,519.4941778243674,Credit Card,Completed
T59443,2024-01-01,C1113,Coffee Machine,7.0,849.9588395824196,Credit Card,Pending
T59444,2025-03-01,C2374,Laptop,106.0,789.1920052078617,Pay Pal,Completed
T59446,2025-03-01,C3263,Smartphone,106.0,518.1524235021693,Pay Pal,Pending
T59447,2024-01-01,C507,Tablet,320.0,519.4941778243674,Cash,Pending
T59448,2024-03-05,C3490,Tablet,3.0,519.4941778243674,Credit Card,Unknown
T59449,2024-01-01,C4424,Headphones,106.0,721.7385228578244,Credit Card,Completed
T59450,2024-08-21,C4672,Smartphone,273.0,518.1524235021693,Credit Card,Pending
T59451,2022-03-15,C1690,Coffee Machine,106.0,901.6773328300836,Credit Card,Completed
T59452,2025-03-01,C2495,Laptop,10.0,201.6508633875,Pay Pal,Completed
T59456,2024-01-01,C1429,Tablet,106.0,519.4941778243674,Credit Card,Completed
T59457,2024-01-01,C4912,Tablet,106.0,519.4941778243674,Cash,Failed
T59458,2025-03-01,C3442,Headphones,160.0,590.2706875399286,Credit Card,Pending
T59459,2024-01-01,C2897,Coffee Machine,663.0,836.7057481311049,Credit Card,Completed
T59460,2024-01-01,C4804,Coffee Machine,403.0,527.6393144588213,Credit Card,Completed
T59461,2025-03-01,C286,Coffee Machine,451.0,527.6393144588213,Pay Pal,Completed
T59462,2024-01-01,C3872,Tablet,106.0,519.4941778243674,Credit Card,Completed
T59463,2025-03-01,C2994,Coffee Machine,825.0,527.6393144588213,Pay Pal,Completed
T59464,2024-07-26,C2116,Coffee Machine,6.0,527.6393144588213,Credit Card,Pending
T59466,2025-03-01,C1564,Tablet,106.0,254.58782153189276,Pay Pal,Completed
T59467,2025-03-01,C302,Coffee Machine,668.0,527.6393144588213,Credit Card,Completed
T59468,2021-07-11,C3230,Smartphone,106.0,523.6050093223126,Pay Pal,Unknown
T59469,2021-02-08,C1176,Coffee Machine,106.0,638.5005030386471,Pay Pal,Completed
T59470,2025-03-01,C715,Tablet,106.0,519.4941778243674,Credit Card,Completed
T59471,2024-01-01,C2299,Coffee Machine,106.0,527.6393144588213,Pay Pal,Unknown
T59472,2023-01-05,C2237,Tablet,3.0,519.4941778243674,Pay Pal,Completed
T59473,2025-03-01,C3395,Smartphone,8.0,518.1524235021693,Pay Pal,Unknown
T59474,2024-01-01,C3751,Tablet,106.0,519.4941778243674,Pay Pal,Completed
T59475,2020-02-12,C3374,Tablet,4.0,757.6441023200817,Pay Pal,Completed
T59476,2020-04-05,C3617,Coffee Machine,106.0,611.4641710210772,Credit Card,Completed
T59477,2024-01-01,C2030,Laptop,208.0,525.4615540704654,Credit Card,Failed
T59478,2025-03-01,C4275,Laptop,106.0,525.4615540704654,Cash,Failed
T59479,2025-03-01,C2058,Coffee Machine,106.0,358.02286011770235,Credit Card,Unknown
T59480,2024-10-10,C2677,Laptop,7.0,414.8948278945955,Pay Pal,Completed
T59481,2024-01-01,C1921,Headphones,910.0,525.0927233314231,Pay Pal,Pending
T59482,2020-06-02,C4146,Coffee Machine,462.0,527.6393144588213,Pay Pal,Completed
T59483,2020-02-17,C4699,Tablet,2.0,519.4941778243674,Pay Pal,Completed
T59484,2024-01-01,C4363,Headphones,340.0,839.3570875468749,Cash,Completed
T59485,2022-03-26,C010,Headphones,873.0,525.0927233314231,Cash,Completed
T59486,2024-01-01,C1826,Laptop,106.0,525.4615540704654,Credit Card,Completed
T59487,2021-05-27,C3636,Headphones,136.0,525.0927233314231,Cash,Completed
T59488,2024-01-01,C340,Smartphone,106.0,518.1524235021693,Pay Pal,Unknown
T59489,2024-01-01,C3556,Laptop,2.0,525.4615540704654,Cash,Completed
T59490,2024-01-01,C1315,Headphones,7.0,525.0927233314231,Pay Pal,Failed
T59491,2021-09-12,C1304,Laptop,287.0,525.4615540704654,Pay Pal,Failed
T59492,2025-03-01,C4642,Coffee Machine,1.0,860.9292227704976,Credit Card,Unknown
T59493,2024-01-01,C4590,Headphones,4.0,321.9644132447647,Pay Pal,Failed
T59494,2024-01-01,C1853,Smartphone,193.0,518.1524235021693,Pay Pal,Pending
T59496,2020-07-20,C3915,Headphones,513.0,485.6117468150744,Pay Pal,Failed
T59497,2025-01-17,C4064,Tablet,8.0,519.4941778243674,Pay Pal,Completed
T59498,2025-03-01,C166,Laptop,191.0,195.73056283359807,Pay Pal,Pending
T59499,2024-01-01,C2502,Smartphone,106.0,518.1524235021693,Credit Card,Completed
T59500,2020-04-02,C1181,Coffee Machine,106.0,527.6393144588213,Pay Pal,Failed
T59502,2025-03-01,C4207,Headphones,106.0,717.7968552198518,Pay Pal,Unknown
T59503,2024-01-01,C2309,Coffee Machine,9.0,724.8890532102102,Credit Card,Failed
T59506,2025-03-01,C1622,Smartphone,106.0,518.1524235021693,Pay Pal,Unknown
T59507,2024-01-01,C3862,Smartphone,8.0,737.3514347114899,Pay Pal,Completed
T59510,2025-03-01,C2455,Headphones,890.0,525.0927233314231,Pay Pal,Completed
T59512,2024-01-01,C746,Tablet,106.0,519.4941778243674,Credit Card,Completed
T59513,2024-01-01,C4267,Headphones,10.0,188.7515120602268,Credit Card,Failed
T59514,2025-03-01,C2611,Smartphone,359.0,518.1524235021693,Credit Card,Completed
T59515,2025-03-01,C2350,Tablet,281.0,890.9345360930575,Credit Card,Pending
T59516,2020-06-14,C2615,Tablet,106.0,519.4941778243674,Credit Card,Unknown
T59517,2024-01-01,C372,Smartphone,106.0,518.1524235021693,Pay Pal,Completed
T59518,2025-03-01,C2577,Smartphone,3.0,597.5066661152481,Pay Pal,Pending
T59519,2025-03-01,C2221,Laptop,154.0,525.4615540704654,Pay Pal,Failed
T59520,2023-06-15,C4716,Laptop,795.0,122.66767388406424,Pay Pal,Completed
T59521,2025-03-01,C018,Coffee Machine,406.0,344.7857562558095,Pay Pal,Completed
T59522,2025-03-01,C1983,Tablet,6.0,519.4941778243674,Pay Pal,Failed
T59523,2024-07-01,C793,Smartphone,573.0,518.1524235021693,Cash,Failed
T59524,2024-05-14,C1964,Smartphone,8.0,518.1524235021693,Pay Pal,Completed
T59525,2024-11-24,C2058,Coffee Machine,2.0,527.6393144588213,Credit Card,Completed
T59526,2025-03-01,C1070,Smartphone,2.0,518.1524235021693,Cash,Unknown
T59527,2024-01-01,C560,Smartphone,106.0,518.1524235021693,Cash,Completed
T59528,2020-06-21,C4635,Laptop,614.0,578.2633462480436,Credit Card,Failed
T59529,2025-03-01,C621,Headphones,106.0,525.0927233314231,Credit Card,Completed
T59530,2025-03-01,C4017,Coffee Machine,1.0,527.6393144588213,Pay Pal,Completed
T59531,2024-01-01,C1319,Headphones,106.0,525.0927233314231,Pay Pal,Unknown
T59532,2025-03-01,C4147,Smartphone,9.0,518.1524235021693,Credit Card,Completed
T59535,2025-03-01,C3567,Laptop,8.0,525.4615540704654,Credit Card,Pending
T59536,2025-03-01,C1182,Laptop,7.0,525.4615540704654,Pay Pal,Completed
T59537,2025-03-01,C2622,Headphones,5.0,525.0927233314231,Credit Card,Pending
T59538,2025-03-01,C863,Smartphone,9.0,518.1524235021693,Pay Pal,Completed
T59539,2025-03-01,C4163,Headphones,2.0,452.1694026842002,Credit Card,Pending
T59540,2024-01-01,C1171,Tablet,6.0,519.4941778243674,Pay Pal,Completed
T59541,2024-01-01,C4769,Headphones,4.0,901.06,Pay Pal,Pending
T59542,2025-03-01,C1962,Headphones,1.0,806.206929670078,Credit Card,Failed
T59543,2022-10-30,C2803,Laptop,10.0,828.2593029970102,Pay Pal,Completed
T59544,2024-01-01,C3220,Laptop,275.0,101.15143586520529,Cash,Pending
T59545,2024-01-01,C677,Laptop,106.0,285.4984187378968,Cash,Failed
T59547,2022-05-20,C4593,Smartphone,106.0,317.29,Pay Pal,Failed
T59548,2024-01-01,C627,Tablet,106.0,519.4941778243674,Credit Card,Pending
T59549,2025-03-01,C4246,Smartphone,106.0,518.1524235021693,Pay Pal,Completed
T59550,2024-09-21,C466,Smartphone,849.0,518.1524235021693,Credit Card,Completed
T59552,2025-03-01,C2069,Tablet,106.0,519.4941778243674,Credit Card,Pending
T59554,2025-03-01,C3512,Tablet,823.0,355.15143212445616,Credit Card,Pending
T59555,2021-10-26,C3700,Smartphone,106.0,518.1524235021693,Cash,Completed
T59557,2025-03-01,C1283,Coffee Machine,7.0,396.85849490999794,Pay Pal,Completed
T59558,2023-03-17,C3440,Tablet,502.0,519.4941778243674,Credit Card,Pending
T59559,2025-03-01,C4162,Headphones,3.0,525.0927233314231,Credit Card,Completed
T59561,2025-03-01,C196,Coffee Machine,106.0,527.6393144588213,Cash,Pending
T59562,2022-03-13,C2748,Tablet,251.0,519.4941778243674,Pay Pal,Completed
T59563,2024-01-01,C2449,Coffee Machine,106.0,527.6393144588213,Cash,Completed
T59564,2023-11-25,C4347,Smartphone,6.0,362.10089769012114,Pay Pal,Completed
T59565,2025-03-01,C2245,Laptop,106.0,525.4615540704654,Pay Pal,Failed
T59566,2023-05-29,C2509,Laptop,106.0,525.4615540704654,Credit Card,Failed
T59567,2024-01-01,C4418,Smartphone,6.0,518.1524235021693,Credit Card,Completed
T59568,2021-02-06,C2300,Laptop,10.0,144.77114104852112,Credit Card,Failed
T59569,2024-10-18,C2316,Coffee Machine,846.0,527.6393144588213,Credit Card,Unknown
T59570,2025-03-01,C3509,Laptop,106.0,525.4615540704654,Pay Pal,Pending
T99550,2024-01-01,C3846,Laptop,4.0,525.4615540704654,Cash,Completed
T59572,2023-04-09,C4391,Tablet,106.0,918.102776640619,Pay Pal,Completed
T59573,2024-01-01,C2685,Tablet,106.0,519.4941778243674,Credit Card,Completed
T59574,2024-01-01,C1224,Laptop,106.0,525.4615540704654,Pay Pal,Completed
T59575,2022-02-26,C3552,Smartphone,7.0,288.52475934555866,Pay Pal,Completed
T59576,2025-03-01,C766,Smartphone,327.0,518.1524235021693,Cash,Pending
T59578,2024-06-29,C4201,Tablet,941.0,841.57,Pay Pal,Unknown
T59579,2023-10-21,C3970,Laptop,635.0,525.4615540704654,Credit Card,Failed
T59580,2024-12-03,C4756,Smartphone,9.0,694.0966240501328,Pay Pal,Unknown
T59581,2025-03-01,C1771,Headphones,7.0,525.0927233314231,Cash,Unknown
T59582,2025-03-01,C1239,Smartphone,6.0,518.1524235021693,Cash,Completed
T74596,2020-07-29,C057,Laptop,2.0,525.4615540704654,Pay Pal,Completed
T59585,2024-08-04,C408,Coffee Machine,10.0,527.6393144588213,Pay Pal,Unknown
T59586,2024-01-01,C4407,Smartphone,300.0,518.1524235021693,Credit Card,Unknown
T59587,2024-01-01,C2726,Smartphone,393.0,518.1524235021693,Pay Pal,Failed
T59590,2025-03-01,C1727,Tablet,106.0,519.4941778243674,Pay Pal,Unknown
T59591,2025-03-01,C3447,Laptop,1.0,525.4615540704654,Credit Card,Completed
T59593,2024-03-27,C4080,Headphones,10.0,466.0337353419751,Credit Card,Completed
T59595,2024-01-01,C2098,Coffee Machine,586.0,527.6393144588213,Cash,Completed
T59596,2022-05-28,C4208,Tablet,106.0,293.1489775623686,Credit Card,Failed
T59598,2024-01-01,C1840,Coffee Machine,401.0,261.499271060204,Pay Pal,Pending
T59599,2024-01-01,C3241,Smartphone,5.0,518.1524235021693,Credit Card,Unknown
T59600,2020-03-02,C3140,Headphones,7.0,525.0927233314231,Credit Card,Unknown
T59601,2025-03-01,C2827,Coffee Machine,106.0,527.6393144588213,Pay Pal,Completed
T59603,2025-03-01,C1271,Laptop,106.0,525.4615540704654,Credit Card,Completed
T59604,2024-01-01,C042,Laptop,102.0,525.4615540704654,Pay Pal,Completed
T59607,2021-12-31,C4886,Smartphone,106.0,518.1524235021693,Cash,Unknown
T59608,2024-01-01,C853,Headphones,8.0,525.0927233314231,Pay Pal,Completed
T59610,2021-03-13,C3910,Laptop,5.0,525.4615540704654,Pay Pal,Failed
T59611,2024-01-01,C4050,Laptop,9.0,286.60813177105103,Credit Card,Pending
T59612,2023-08-11,C2207,Headphones,130.0,384.41636247260703,Credit Card,Completed
T59613,2024-01-01,C1548,Coffee Machine,8.0,527.6393144588213,Pay Pal,Completed
T59614,2024-01-01,C4825,Smartphone,9.0,518.1524235021693,Credit Card,Pending
T59615,2020-05-07,C2591,Laptop,359.0,465.207685119588,Credit Card,Unknown
T59616,2025-03-01,C589,Coffee Machine,4.0,527.6393144588213,Pay Pal,Failed
T59617,2023-02-05,C1434,Smartphone,4.0,518.1524235021693,Pay Pal,Unknown
T59618,2025-03-01,C2198,Tablet,106.0,519.4941778243674,Credit Card,Completed
T59619,2020-01-01,C4785,Smartphone,5.0,518.1524235021693,Credit Card,Unknown
T59621,2025-03-01,C4217,Coffee Machine,106.0,527.6393144588213,Cash,Completed
T59622,2024-01-01,C1914,Smartphone,7.0,518.6795274534913,Pay Pal,Failed
T59623,2024-01-01,C2391,Coffee Machine,2.0,527.6393144588213,Credit Card,Completed
T59624,2024-01-01,C3641,Smartphone,9.0,518.1524235021693,Cash,Completed
T59625,2024-01-01,C414,Tablet,10.0,454.1552898120582,Credit Card,Failed
T59626,2020-09-09,C4218,Laptop,106.0,525.4615540704654,Pay Pal,Completed
T59627,2023-09-10,C318,Headphones,106.0,525.0927233314231,Credit Card,Completed
T59628,2025-03-01,C508,Coffee Machine,106.0,73.60719804647019,Credit Card,Pending
T59629,2025-03-01,C3568,Coffee Machine,591.0,527.6393144588213,Credit Card,Completed
T59630,2025-03-01,C1989,Coffee Machine,8.0,796.9356638074663,Pay Pal,Pending
T59631,2024-01-01,C3500,Headphones,106.0,525.0927233314231,Pay Pal,Completed
T59632,2025-03-01,C900,Tablet,389.0,106.83492107236536,Credit Card,Completed
T59633,2020-09-02,C2664,Laptop,223.0,116.89706901136591,Pay Pal,Completed
T59634,2021-01-09,C793,Coffee Machine,106.0,792.4301651883321,Pay Pal,Completed
T59635,2025-03-01,C708,Tablet,106.0,737.4076820471089,Credit Card,Pending
T59637,2023-12-28,C1785,Laptop,530.0,525.4615540704654,Pay Pal,Unknown
T59638,2025-03-01,C3849,Smartphone,7.0,518.1524235021693,Credit Card,Failed
T59639,2024-01-01,C2022,Smartphone,106.0,582.0462602405672,Credit Card,Completed
T59640,2024-01-01,C2802,Headphones,361.0,525.0927233314231,Cash,Completed
T59643,2024-01-01,C4309,Headphones,492.0,853.1894515771584,Pay Pal,Completed
T59645,2024-01-01,C3787,Coffee Machine,106.0,527.6393144588213,Pay Pal,Completed
T59646,2025-03-01,C3827,Laptop,106.0,525.4615540704654,Pay Pal,Unknown
T59647,2024-01-01,C1597,Laptop,7.0,525.4615540704654,Pay Pal,Completed
T59649,2025-03-01,C1615,Coffee Machine,460.0,527.6393144588213,Cash,Completed
T59650,2024-04-13,C1861,Headphones,2.0,525.0927233314231,Credit Card,Completed
T59651,2023-03-30,C026,Tablet,106.0,519.4941778243674,Credit Card,Completed
T59653,2024-01-01,C2180,Coffee Machine,106.0,263.12,Pay Pal,Unknown
T59654,2022-12-26,C3376,Smartphone,106.0,518.1524235021693,Credit Card,Completed
T59655,2025-03-01,C4692,Coffee Machine,106.0,527.6393144588213,Pay Pal,Unknown
T59656,2021-11-21,C3851,Headphones,500.0,525.0927233314231,Credit Card,Completed
T59657,2024-01-01,C3213,Tablet,591.0,519.4941778243674,Credit Card,Pending
T59658,2025-03-01,C4044,Headphones,106.0,958.78560192891,Cash,Unknown
T59659,2025-03-01,C715,Laptop,106.0,326.6549059010572,Pay Pal,Completed
T59660,2024-01-01,C2842,Laptop,846.0,868.974727635968,Credit Card,Failed
T59661,2025-03-01,C782,Headphones,106.0,271.91906265103216,Pay Pal,Unknown
T59662,2024-09-09,C3871,Headphones,1.0,525.0927233314231,Credit Card,Failed
T59663,2024-07-08,C2061,Smartphone,106.0,518.1524235021693,Pay Pal,Pending
T59664,2023-09-26,C1383,Headphones,649.0,950.45,Credit Card,Unknown
T59665,2023-07-03,C3380,Laptop,106.0,142.24560553013436,Pay Pal,Failed
T59666,2024-01-01,C1455,Tablet,106.0,519.4941778243674,Pay Pal,Completed
T59667,2025-03-01,C4757,Laptop,4.0,525.4615540704654,Pay Pal,Failed
T59668,2023-12-12,C851,Headphones,442.0,525.0927233314231,Pay Pal,Completed
T59669,2023-07-15,C4552,Coffee Machine,106.0,527.6393144588213,Credit Card,Completed
T59670,2025-03-01,C1780,Smartphone,9.0,518.1524235021693,Pay Pal,Completed
T59671,2025-03-01,C300,Coffee Machine,898.0,599.9530184737836,Cash,Pending
T59672,2025-03-01,C2527,Coffee Machine,106.0,527.6393144588213,Cash,Unknown
T59673,2024-01-01,C1079,Headphones,1.0,804.2484358696881,Pay Pal,Completed
T59674,2025-03-01,C249,Coffee Machine,160.0,527.6393144588213,Pay Pal,Completed
T59675,2024-01-01,C3247,Headphones,9.0,829.9955452043368,Pay Pal,Completed
T59676,2024-01-01,C031,Headphones,663.0,921.0937634258328,Pay Pal,Completed
T59677,2025-03-01,C1624,Laptop,6.0,966.0895510137776,Credit Card,Pending
T59680,2024-02-02,C129,Smartphone,106.0,518.1524235021693,Pay Pal,Unknown
T59681,2025-03-01,C1666,Coffee Machine,106.0,527.6393144588213,Pay Pal,Completed
T59682,2022-03-08,C400,Coffee Machine,106.0,647.57,Credit Card,Failed
T59684,2024-01-01,C2106,Laptop,106.0,525.4615540704654,Cash,Completed
T59685,2025-03-01,C038,Smartphone,6.0,638.2563336194893,Credit Card,Completed
T59687,2020-10-28,C4622,Coffee Machine,664.0,134.6263249030954,Cash,Completed
T59688,2025-03-01,C252,Coffee Machine,3.0,527.6393144588213,Pay Pal,Completed
T59689,2024-01-01,C1929,Smartphone,433.0,518.1524235021693,Cash,Completed
T59690,2024-01-01,C3969,Coffee Machine,5.0,527.6393144588213,Credit Card,Completed
T59691,2024-01-01,C1687,Laptop,10.0,525.4615540704654,Pay Pal,Unknown
T59692,2024-01-01,C435,Tablet,106.0,519.4941778243674,Credit Card,Completed
T59693,2025-03-01,C1696,Smartphone,581.0,518.1524235021693,Credit Card,Pending
T59694,2022-10-02,C4686,Tablet,106.0,519.4941778243674,Pay Pal,Completed
T59695,2025-03-01,C1794,Headphones,9.0,525.0927233314231,Credit Card,Failed
T59696,2025-03-01,C905,Tablet,2.0,519.4941778243674,Pay Pal,Completed
T59697,2025-03-01,C2693,Coffee Machine,4.0,527.6393144588213,Credit Card,Pending
T59698,2024-01-01,C4389,Coffee Machine,5.0,527.6393144588213,Pay Pal,Unknown
T59699,2022-05-13,C1220,Tablet,552.0,519.4941778243674,Pay Pal,Failed
T59700,2025-03-01,C2715,Laptop,1.0,525.4615540704654,Credit Card,Completed
T59701,2025-03-01,C2482,Smartphone,255.0,518.1524235021693,Credit Card,Pending
T59702,2021-04-30,C2066,Headphones,5.0,525.0927233314231,Pay Pal,Completed
T59703,2023-04-22,C1191,Tablet,106.0,603.2202797593851,Pay Pal,Failed
T59704,2024-01-01,C3137,Smartphone,106.0,518.1524235021693,Credit Card,Completed
T59705,2025-03-01,C3251,Headphones,106.0,885.7398490998751,Pay Pal,Completed
T59706,2024-01-01,C336,Coffee Machine,9.0,527.6393144588213,Pay Pal,Failed
T59707,2024-01-01,C3288,Headphones,106.0,525.0927233314231,Pay Pal,Completed
T59709,2024-01-01,C3179,Headphones,351.0,525.0927233314231,Credit Card,Completed
T59710,2025-03-01,C2449,Tablet,10.0,519.4941778243674,Credit Card,Pending
T59711,2025-03-01,C713,Tablet,275.0,519.4941778243674,Credit Card,Completed
T59712,2020-01-31,C2075,Headphones,106.0,703.4874796365589,Pay Pal,Pending
T59713,2021-07-09,C4485,Laptop,3.0,789.849467565283,Cash,Completed
T59714,2024-08-14,C4425,Headphones,749.0,830.265627529535,Credit Card,Completed
T59715,2024-01-01,C292,Laptop,9.0,315.7432870193128,Credit Card,Unknown
T59716,2025-03-01,C2270,Coffee Machine,160.0,527.6393144588213,Credit Card,Failed
T59717,2025-03-01,C1560,Coffee Machine,787.0,820.069108407629,Pay Pal,Completed
T59718,2025-03-01,C283,Laptop,106.0,525.4615540704654,Pay Pal,Completed
T59720,2022-08-24,C325,Laptop,106.0,525.4615540704654,Credit Card,Completed
T59721,2025-03-01,C4453,Tablet,106.0,818.1954234304627,Credit Card,Completed
T59722,2025-03-01,C1607,Smartphone,522.0,518.1524235021693,Pay Pal,Pending
T59723,2024-01-01,C3608,Coffee Machine,106.0,672.0184621725078,Credit Card,Pending
T59724,2024-01-01,C1571,Tablet,106.0,519.4941778243674,Credit Card,Completed
T59726,2025-03-01,C055,Smartphone,4.0,283.6233907193899,Credit Card,Completed
T59727,2020-11-10,C3680,Headphones,952.0,874.95218710654,Pay Pal,Pending
T59728,2024-01-01,C768,Tablet,5.0,365.8520099468233,Cash,Failed
T59729,2024-09-07,C3067,Coffee Machine,106.0,527.6393144588213,Pay Pal,Pending
T59730,2024-01-01,C3305,Coffee Machine,106.0,527.6393144588213,Cash,Completed
T59732,2025-03-01,C4778,Coffee Machine,851.0,629.7025826280912,Credit Card,Completed
T59733,2024-01-01,C924,Smartphone,3.0,518.1524235021693,Pay Pal,Completed
T59734,2020-04-30,C3723,Tablet,106.0,519.4941778243674,Pay Pal,Pending
T59735,2023-03-02,C2973,Coffee Machine,790.0,527.6393144588213,Pay Pal,Pending
T59736,2025-03-01,C1510,Laptop,788.0,525.4615540704654,Pay Pal,Completed
T59737,2025-03-01,C1936,Tablet,2.0,519.4941778243674,Credit Card,Failed
T59741,2021-09-06,C1404,Coffee Machine,310.0,527.6393144588213,Pay Pal,Failed
T59744,2025-03-01,C4487,Smartphone,852.0,622.6405682738674,Credit Card,Pending
T59745,2024-01-01,C3495,Headphones,106.0,525.0927233314231,Pay Pal,Completed
T59746,2025-03-01,C2230,Smartphone,490.0,518.1524235021693,Pay Pal,Failed
T59747,2024-10-18,C2536,Tablet,955.0,651.040520272461,Pay Pal,Pending
T59748,2025-03-01,C4431,Headphones,4.0,525.0927233314231,Pay Pal,Failed
T59749,2024-02-01,C2214,Smartphone,106.0,91.82777722143076,Credit Card,Completed
T59750,2024-01-01,C2443,Headphones,534.0,525.0927233314231,Credit Card,Completed
T59751,2025-03-01,C3867,Laptop,9.0,525.4615540704654,Credit Card,Completed
T59752,2024-01-01,C030,Tablet,106.0,519.4941778243674,Credit Card,Pending
