transaction_id,transaction_date,account_type,transaction_type,amount,currency,merchant_category,region,status,is_flagged
TXN-2693110,2023-04-15,NRE,Transfer,82444.66,INR,Dining,East,Completed,0
TXN-1149839,2024-05-17,Savings,Fee,133866.68,INR,Grocery,International,Completed,0
TXN-2102100,2024-10-01,Savings,Fee,34986.86,INR,Grocery,West,Completed,0
TXN-9990197,2023-03-22,Credit Card,Refund,54867.58,INR,Travel,East,Completed,0
TXN-3495262,2024-08-17,Current,Purchase,24097.03,INR,Grocery,West,Completed,0
TXN-8197756,2023-05-13,Salary,Deposit,2152.79,INR,,West,Completed,0
TXN-2252846,2023-02-02,Savings,Purchase,123880.15,INR,Entertainment,South,Completed,0
TXN-1112079,2024-06-27,Salary,Transfer,76968.84,INR,Online Shopping,South,Pending,1
TXN-8699543,2023-12-22,Credit Card,Purchase,83314.8,INR,Healthcare,Central,Completed,0
TXN-8648816,2024-03-02,Salary,Fee,37111.59,INR,Education,North,Completed,0
TXN-7378476,2024-08-28,Salary,Withdrawal,19653.52,INR,Online Shopping,North-East,Completed,0
TXN-8102137,2024-08-18,Salary,Refund,146373.59,INR,Electronics,International,Completed,0
TXN-5379973,2024-07-25,Salary,Purchase,72977.82,INR,Education,East,Completed,0
TXN-4609333,2023-08-06,Salary,Transfer,20354.46,INR,Grocery,International,Pending,0
TXN-5187515,2024-07-10,NRE,Deposit,77257.65,INR,Entertainment,South,Completed,0
TXN-6300796,2023-02-14,Salary,Transfer,7687913.22,INR,Utilities,North-East,Completed,0
TXN-8514405,2023-07-17,Savings,Refund,143336.73,INR,Grocery,North-East,Completed,0
TXN-4758876,2024-09-25,NRE,Refund,67230.32,INR,Education,Central,Completed,0
TXN-2543308,2024-12-20,Savings,Withdrawal,82844.82,INR,Dining,Central,Completed,0
TXN-9211569,2023-10-02,Salary,Deposit,6237.21,INR,Utilities,South,Completed,0
TXN-6431246,2023-03-06,Salary,Fee,11339.35,INR,Fuel,West,Completed,0
TXN-6392938,2023-06-17,Salary,Purchase,42829.45,INR,Education,East,Completed,0
TXN-1920589,2024-08-29,NRE,Purchase,13060.25,INR,Online Shopping,South,Completed,0
TXN-4253217,2024-11-22,Current,Refund,61884.27,INR,Grocery,West,Completed,0
TXN-8972330,2023-10-02,Credit Card,Fee,79590.9,INR,Education,South,Completed,0
TXN-4337193,2023-09-17,Credit Card,Transfer,47004.37,INR,Healthcare,North,Completed,0
TXN-4922037,2023-11-18,Credit Card,Deposit,141432.2,INR,Utilities,West,Completed,0
TXN-2319468,2024-03-27,Credit Card,Refund,63192.18,INR,Entertainment,International,Completed,0
TXN-5565039,2023-01-02,Current,Deposit,89047.38,INR,Healthcare,East,Completed,0
TXN-9572704,2023-12-20,Credit Card,Transfer,109126.76,INR,Healthcare,North,Completed,0
TXN-5916987,2024-11-25,Credit Card,Refund,111837.18,INR,Utilities,North-East,Completed,0
TXN-2791146,2023-05-19,Savings,Deposit,99905.12,INR,Education,Central,Completed,0
TXN-6978351,2024-01-02,Salary,Refund,79197.37,INR,Grocery,West,Completed,0
TXN-9307379,2024-02-29,Salary,Purchase,117503.87,INR,Fuel,East,Completed,0
TXN-7224469,2024-12-11,NRE,Transfer,113843.36,INR,,East,Completed,0
TXN-5690707,2024-06-21,Credit Card,Deposit,50876.87,INR,Utilities,North-East,Completed,0
TXN-1748300,2024-09-12,Current,Purchase,34004.49,INR,Grocery,East,Completed,0
TXN-3254264,2024-03-19,NRE,Withdrawal,116641.92,INR,Fuel,International,Pending,0
TXN-6259658,2024-05-26,Savings,Deposit,13491.27,INR,Fuel,South,Completed,0
TXN-5122878,2023-10-12,Current,Withdrawal,142168.42,INR,Entertainment,North,Completed,0
TXN-7977865,2024-10-30,NRE,Refund,41257.72,INR,Online Shopping,North,Completed,0
TXN-5832012,2024-12-23,Salary,Purchase,36719.08,INR,Entertainment,South,Completed,0
TXN-1379995,2024-01-26,Credit Card,Fee,38883.8,INR,Grocery,West,Completed,0
TXN-8894575,2024-01-24,Current,Refund,67356.81,INR,Healthcare,International,Pending,0
TXN-4016125,2023-09-22,NRE,Refund,137505.1,INR,Education,South,Completed,0
TXN-5127544,2023-05-01,Savings,Refund,67207.4,INR,Online Shopping,West,Completed,0
TXN-2562461,2024-07-08,Credit Card,Deposit,60981.94,INR,Travel,Central,Completed,0
TXN-8981521,2023-10-17,Salary,Purchase,58240.3,INR,Electronics,South,Completed,0
TXN-8835215,2024-08-27,Current,Withdrawal,2813.06,INR,Travel,West,Completed,0
TXN-5459490,2023-11-08,Credit Card,Deposit,123997.81,INR,Fuel,West,Completed,0
TXN-8814469,2024-04-25,Savings,Purchase,114939.72,INR,Entertainment,East,Completed,0
TXN-3370741,2023-01-07,Salary,Transfer,126428.77,INR,Fuel,South,Completed,0
TXN-3561510,2024-08-30,Credit Card,Fee,24583.21,INR,Dining,International,Completed,0
TXN-1993862,2023-10-02,NRE,Deposit,11262.26,INR,Travel,North,Completed,0
TXN-1540138,2024-02-22,Savings,Fee,1025519.29,INR,Healthcare,West,Completed,0
TXN-3804597,2023-10-16,Credit Card,Purchase,38003.98,INR,,Central,Completed,0
TXN-7450129,2024-02-20,NRE,Transfer,36828.98,INR,Utilities,South,Completed,0
TXN-8533463,2023-03-09,Savings,Fee,141566.11,INR,Healthcare,West,Completed,0
TXN-5704546,2023-09-16,Salary,Withdrawal,47792.63,INR,Utilities,South,Failed,0
TXN-6904671,2024-06-27,NRE,Purchase,138408.72,INR,Electronics,West,Completed,0
TXN-7384508,2024-12-11,Savings,Deposit,96269.16,INR,Entertainment,South,Completed,0
TXN-1950065,2024-06-08,Savings,Deposit,21767.08,INR,,North-East,Pending,0
TXN-3705811,2023-06-15,Savings,Deposit,76471.95,INR,Dining,Central,Completed,0
TXN-1916078,2024-07-27,NRE,Fee,146783.13,INR,Education,North-East,Completed,0
TXN-7746330,2023-10-27,Savings,Transfer,140474.48,INR,,East,Completed,0
TXN-1280833,2023-12-31,Credit Card,Fee,122534.36,INR,Education,International,Completed,0
TXN-6338816,2024-02-01,Credit Card,Fee,101068.49,INR,Healthcare,South,Completed,0
TXN-9817570,2023-03-13,Salary,Deposit,8965476.87,INR,,Central,Completed,0
TXN-3229306,2023-05-05,NRE,Withdrawal,35610.71,INR,Electronics,East,Completed,0
TXN-7712993,2024-02-02,Credit Card,Withdrawal,107478.75,INR,Dining,International,Completed,0
TXN-3572005,2024-06-08,Credit Card,Fee,119244.84,INR,Entertainment,North,Completed,0
TXN-7138648,2024-01-12,Savings,Deposit,35123.78,INR,Entertainment,East,Completed,0
TXN-3932856,2024-04-30,Current,Withdrawal,25452.83,INR,Healthcare,East,Completed,0
TXN-2434662,2023-08-15,Salary,Transfer,87364.59,INR,Online Shopping,Central,Completed,0
TXN-2513872,2024-02-02,Savings,Refund,31452.71,INR,Education,West,Failed,0
TXN-1239237,2023-11-06,Savings,Deposit,40354.8,INR,Fuel,East,Completed,0
TXN-2419332,2023-09-02,NRE,Purchase,79261.71,INR,Utilities,North,Completed,0
TXN-5147205,2023-10-19,Current,Withdrawal,17299.28,INR,Travel,West,Completed,0
TXN-8052280,2024-03-07,Credit Card,Withdrawal,62413.51,INR,Fuel,South,Completed,0
TXN-1394683,2023-07-27,Credit Card,Purchase,103239.75,INR,Travel,International,Completed,0
TXN-5539397,2024-04-20,Savings,Withdrawal,118490.64,INR,Travel,International,Completed,0
TXN-7126003,2023-05-04,Salary,Withdrawal,107877.59,INR,Grocery,East,Completed,0
TXN-7752247,2023-06-08,Current,Fee,104031.39,INR,Grocery,North-East,Completed,0
TXN-5925152,2023-04-20,Current,Transfer,37853.87,INR,Electronics,International,Completed,0
TXN-3232216,2024-06-10,Savings,Fee,53268.17,INR,Healthcare,West,Completed,0
TXN-8265900,2024-11-21,NRE,Purchase,48153.96,INR,Electronics,East,Completed,0
TXN-6948737,2024-10-25,NRE,Purchase,67510.21,INR,Healthcare,Central,Completed,0
TXN-5939664,2024-10-22,Current,Withdrawal,38843.5,INR,Grocery,North,Completed,0
TXN-1811693,2024-11-14,Current,Deposit,53429.99,INR,Grocery,International,Completed,0
TXN-7913508,2023-06-16,Current,Transfer,130509.34,INR,,West,Completed,0
TXN-5684560,2024-07-11,Credit Card,Purchase,88080.81,INR,Entertainment,East,Completed,0
TXN-7598384,2024-09-26,Credit Card,Transfer,28880.47,INR,Grocery,West,Completed,0
TXN-2432821,2024-01-22,NRE,Deposit,60344.69,INR,Electronics,West,Completed,0
TXN-2889723,2023-05-09,NRE,Refund,38675.24,INR,Online Shopping,South,Completed,0
TXN-2796297,2023-01-24,Savings,Refund,17255.33,INR,Grocery,East,Completed,0
TXN-9791542,2023-03-18,Current,Deposit,11227.59,INR,Online Shopping,North,Failed,0
TXN-6684207,2023-04-25,NRE,Purchase,38525.57,INR,Fuel,East,Completed,0
TXN-3269428,2023-03-20,Credit Card,Transfer,59583.79,INR,Utilities,Central,Completed,0
TXN-1312904,2024-11-15,Salary,Transfer,93174.46,INR,Online Shopping,South,Completed,0
TXN-1998279,2023-03-28,Current,Refund,101056.97,INR,Grocery,South,Pending,0
TXN-6881404,2024-11-10,Salary,Withdrawal,12528.14,INR,Fuel,West,Failed,0
TXN-3827336,2023-06-12,Credit Card,Purchase,141189.42,INR,Electronics,West,Completed,0
TXN-2073184,2024-10-26,Current,Withdrawal,86363.45,INR,Electronics,North-East,Completed,0
TXN-5300188,2024-11-08,NRE,Refund,54592.7,INR,Electronics,North-East,Completed,0
TXN-3656372,2023-09-27,Current,Purchase,57447.78,INR,Utilities,International,Completed,0
TXN-8280876,2024-04-10,Current,Fee,30148.43,INR,Fuel,Central,Completed,0
TXN-5071428,2024-01-13,Credit Card,Deposit,20420.44,INR,Fuel,North-East,Completed,0
TXN-3882079,2023-03-17,NRE,Refund,120489.65,INR,Entertainment,International,Completed,0
TXN-7633722,2024-06-10,Salary,Deposit,80173.67,INR,Healthcare,International,Completed,0
TXN-6426821,2024-09-09,Credit Card,Transfer,60058.75,INR,Healthcare,North-East,Completed,0
TXN-5554519,2024-03-17,Savings,Refund,58814.19,INR,Education,East,Completed,0
TXN-5127061,2024-10-14,Current,Refund,78962.91,INR,Online Shopping,North-East,Completed,0
TXN-3557247,2024-09-02,NRE,Purchase,2228.41,INR,Utilities,North-East,Completed,0
TXN-6444775,2024-11-01,NRE,Deposit,80098.22,INR,Utilities,North,Completed,0
TXN-7732197,2023-08-19,Salary,Refund,148587.13,INR,Utilities,West,Completed,0
TXN-3800272,2024-02-27,Savings,Deposit,96199.06,INR,Dining,North,Completed,0
TXN-9757111,2024-04-03,Current,Deposit,121922.04,INR,Electronics,East,Completed,0
TXN-6085653,2024-09-16,Salary,Withdrawal,50066.63,INR,,South,Completed,0
TXN-2183463,2023-08-13,Credit Card,Fee,126256.79,INR,Fuel,East,Completed,0
TXN-3198437,2023-12-11,NRE,Deposit,29015.59,INR,Entertainment,International,Completed,0
TXN-5679565,2024-10-04,Savings,Deposit,31341.65,INR,Grocery,International,Completed,0
TXN-7593097,2023-06-11,Salary,Deposit,120901.13,INR,Fuel,West,Completed,0
TXN-1618828,2023-01-31,Savings,Deposit,142474.15,INR,Utilities,North,Completed,0
TXN-9791822,2024-05-21,Savings,Transfer,10303.13,INR,Utilities,South,Completed,0
TXN-9680860,2023-02-22,Current,Fee,20755.66,INR,Entertainment,West,Completed,0
TXN-6785518,2024-02-10,Savings,Purchase,46066.02,INR,Entertainment,Central,Pending,0
TXN-9069664,2023-09-06,Credit Card,Fee,81552.42,INR,Electronics,West,Completed,0
TXN-3904978,2024-02-18,Savings,Fee,96250.51,INR,Fuel,East,Completed,0
TXN-8011928,2024-04-14,Salary,Refund,13630.09,INR,Grocery,Central,Completed,0
TXN-9572219,2024-02-07,Credit Card,Refund,44359.67,INR,Fuel,North,Failed,0
TXN-8662735,2023-05-10,Credit Card,Withdrawal,39455.64,INR,Healthcare,South,Completed,0
TXN-1948302,2024-05-18,Savings,Fee,103543.46,INR,Fuel,North,Completed,0
TXN-8070797,2024-02-14,Current,Purchase,83548.73,INR,Entertainment,Central,Completed,0
TXN-1990106,2024-03-14,Credit Card,Deposit,3736.98,INR,Fuel,North-East,Completed,0
TXN-5459740,2024-02-13,Current,Withdrawal,138896.95,INR,Grocery,West,Completed,0
TXN-9501580,2023-07-18,NRE,Fee,46254.11,INR,Healthcare,North-East,Completed,0
TXN-8346117,2024-06-28,Savings,Fee,12930.22,INR,Fuel,South,Completed,0
TXN-3925960,2023-03-21,Savings,Fee,1609.2,INR,Healthcare,North-East,Completed,0
TXN-6124245,2024-06-16,Current,Purchase,48834.23,INR,Utilities,International,Completed,0
TXN-2605368,2023-07-25,NRE,Deposit,92850.48,INR,Online Shopping,North-East,Completed,0
TXN-9954376,2023-11-08,Current,Purchase,70539.52,INR,Online Shopping,International,Pending,0
TXN-4021895,2024-10-14,Credit Card,Withdrawal,138417.67,INR,Education,International,Failed,0
TXN-1237311,2023-12-10,Credit Card,Fee,4032.77,INR,Healthcare,West,Completed,0
TXN-2656822,2024-04-05,Salary,Purchase,131253.79,INR,Entertainment,Central,Completed,0
TXN-5486014,2023-11-26,Credit Card,Purchase,46114.08,INR,,Central,Completed,0
TXN-2154649,2024-08-31,Credit Card,Fee,41750.49,INR,Online Shopping,North-East,Completed,0
TXN-5848974,2024-02-02,Current,Transfer,9637.78,INR,Education,Central,Completed,0
TXN-4941119,2023-11-08,NRE,Purchase,144142.76,INR,Utilities,North,Completed,0
TXN-4759282,2024-06-06,NRE,Purchase,105455.64,INR,,West,Completed,0
TXN-8175231,2024-06-29,Current,Purchase,93295.75,INR,Electronics,East,Completed,0
TXN-8680401,2023-01-11,Current,Refund,68030.46,INR,Dining,Central,Completed,0
TXN-3973053,2024-03-22,Current,Fee,140747.28,INR,Electronics,East,Completed,0
TXN-7774636,2023-07-22,NRE,Refund,90588.32,INR,Fuel,North,Completed,0
TXN-3954740,2024-05-19,Savings,Transfer,70986.46,INR,Travel,West,Completed,0
TXN-1004522,2024-06-05,Credit Card,Fee,9180.76,INR,Travel,Central,Completed,0
TXN-5419300,2023-05-29,Salary,Withdrawal,52334.6,INR,Electronics,North,Failed,0
TXN-3507240,2023-09-09,Credit Card,Withdrawal,79256.0,INR,Travel,North-East,Completed,0
TXN-6865891,2024-12-21,Salary,Deposit,90859.89,INR,Utilities,North-East,Pending,0
TXN-4104162,2023-02-14,Current,Withdrawal,126414.46,INR,Travel,North-East,Failed,0
TXN-9888261,2023-10-16,Salary,Deposit,147292.01,INR,Electronics,North-East,Completed,0
TXN-5248581,2023-05-28,Credit Card,Deposit,131694.82,INR,Fuel,International,Completed,0
TXN-3661983,2024-08-03,Current,Purchase,112380.68,INR,Healthcare,West,Completed,0
TXN-2310773,2023-03-05,Savings,Fee,53132.84,INR,Travel,North-East,Pending,0
TXN-2965156,2023-01-19,Current,Withdrawal,81327.82,INR,Online Shopping,East,Completed,0
TXN-8837927,2024-10-11,Current,Transfer,136162.54,INR,Online Shopping,West,Completed,0
TXN-7068593,2024-11-29,Savings,Transfer,8400.64,INR,Healthcare,West,Completed,0
TXN-2451233,2024-05-11,Credit Card,Purchase,144903.52,INR,Online Shopping,South,Pending,0
TXN-8547425,2023-05-05,Current,Purchase,139465.21,INR,Fuel,International,Completed,0
TXN-9178267,2023-01-27,NRE,Deposit,94604.45,INR,Education,West,Completed,0
TXN-2798768,2024-04-24,Credit Card,Withdrawal,124391.92,INR,Dining,South,Failed,0
TXN-8644622,2024-03-22,NRE,Deposit,69727.7,INR,Dining,East,Completed,0
TXN-7902944,2023-07-16,Credit Card,Withdrawal,117961.79,INR,Entertainment,West,Completed,0
TXN-2555932,2023-01-22,Current,Purchase,129460.54,INR,Dining,North-East,Completed,0
TXN-4880892,2024-11-30,NRE,Transfer,7514.17,INR,Travel,International,Completed,0
TXN-4247767,2023-03-21,Savings,Fee,13450.87,INR,Education,South,Completed,0
TXN-7253017,2023-05-20,Savings,Transfer,91482.21,INR,Electronics,International,Completed,0
TXN-7758355,2023-01-04,NRE,Purchase,76414.49,INR,Grocery,Central,Pending,0
TXN-3705292,2024-12-28,Current,Purchase,46089.83,INR,Travel,Central,Completed,0
TXN-2148073,2023-03-23,Salary,Refund,11922.54,INR,Travel,International,Completed,0
TXN-6688330,2023-09-14,Credit Card,Deposit,23126.86,INR,Electronics,Central,Completed,0
TXN-5230811,2024-12-15,Savings,Deposit,35750.12,INR,Travel,South,Completed,0
TXN-6010940,2023-12-10,Current,Deposit,79155.54,INR,Entertainment,Central,Completed,0
TXN-8325436,2023-02-27,NRE,Transfer,47157.73,INR,Travel,Central,Completed,0
TXN-8072759,2024-11-25,Salary,Fee,146500.66,INR,Entertainment,East,Completed,0
TXN-5643483,
